semester,student_id,course_code,course_name,normal_year_taken,student_index,student_label,course_index
Semester 1,V2173617,MATH08062,Accelerated Algebra and Calculus for Direct Entry,2,2568,Student_2568,7
Semester 1,A0325111,MATH08077,Introduction to Data Science,1,7,Student_7,18
Semester 1,A1549361,MATH07003,Fundamentals of Algebra and Calculus,1,16,Student_16,1
Semester 1,A1549361,MATH07004,Introductory Mathematics with Applications,1,16,Student_16,2
Semester 1,Q7802173,MATH08062,Accelerated Algebra and Calculus for Direct Entry,2,2073,Student_2073,7
Semester 1,M7919140,MATH08062,Accelerated Algebra and Calculus for Direct Entry,2,1600,Student_1600,7
Semester 1,A4447953,MATH07004,Introductory Mathematics with Applications,1,55,Student_55,2
Semester 1,J5970413,MATH08062,Accelerated Algebra and Calculus for Direct Entry,2,1226,Student_1226,7
Semester 1,C7307748,MATH08062,Accelerated Algebra and Calculus for Direct Entry,2,348,Student_348,7
Semester 1,M2864203,MATH08062,Accelerated Algebra and Calculus for Direct Entry,2,1528,Student_1528,7
Semester 1,A5492452,MATH08077,Introduction to Data Science,1,66,Student_66,18
Semester 1,P4991146,MATH08062,Accelerated Algebra and Calculus for Direct Entry,2,1929,Student_1929,7
Semester 1,B4320475,MATH08077,Introduction to Data Science,1,187,Student_187,18
Semester 1,C0725464,MATH08057,Introduction to Linear Algebra,1,267,Student_267,4
Semester 1,C4770082,MATH08072,Mathematics for the Natural Sciences 1a,1,318,Student_318,14
Semester 1,C8261398,MATH08057,Introduction to Linear Algebra,1,365,Student_365,4
Semester 1,D1235150,MATH08077,Introduction to Data Science,1,410,Student_410,18
Semester 1,D1342159,MATH08077,Introduction to Data Science,1,411,Student_411,18
Semester 1,D1489846,MATH08057,Introduction to Linear Algebra,1,413,Student_413,4
Semester 1,E8344001,MATH07004,Introductory Mathematics with Applications,1,628,Student_628,2
Semester 1,F5519169,MATH08077,Introduction to Data Science,1,695,Student_695,18
Semester 1,F6230586,MATH07004,Introductory Mathematics with Applications,1,709,Student_709,2
Semester 1,F8554495,MATH08077,Introduction to Data Science,1,737,Student_737,18
Semester 1,G1990211,MATH08077,Introduction to Data Science,1,798,Student_798,18
Semester 1,H1546283,MATH08077,Introduction to Data Science,1,919,Student_919,18
Semester 1,H2025551,MATH08057,Introduction to Linear Algebra,1,928,Student_928,4
Semester 1,H2763661,MATH08057,Introduction to Linear Algebra,1,946,Student_946,4
Semester 1,H8028149,MATH08077,Introduction to Data Science,1,1024,Student_1024,18
Semester 1,I9932703,MATH08077,Introduction to Data Science,1,1159,Student_1159,18
Semester 1,J0934604,MATH08057,Introduction to Linear Algebra,1,1169,Student_1169,4
Semester 1,J1540260,MATH07004,Introductory Mathematics with Applications,1,1178,Student_1178,2
Semester 1,J6167929,MATH08057,Introduction to Linear Algebra,1,1227,Student_1227,4
Semester 1,V2173617,MATH08071,Accelerated Proofs and Problem Solving,2,2568,Student_2568,13
Semester 1,J9886020,MATH08057,Introduction to Linear Algebra,1,1262,Student_1262,4
Semester 1,K1760847,MATH07004,Introductory Mathematics with Applications,1,1284,Student_1284,2
Semester 1,K5842140,MATH08057,Introduction to Linear Algebra,1,1326,Student_1326,4
Semester 1,K8261217,MATH07003,Fundamentals of Algebra and Calculus,1,1351,Student_1351,1
Semester 1,F6816420,MATH08071,Accelerated Proofs and Problem Solving,2,716,Student_716,13
Semester 1,L3115192,MATH07003,Fundamentals of Algebra and Calculus,1,1397,Student_1397,1
Semester 1,Q7802173,MATH08071,Accelerated Proofs and Problem Solving,2,2073,Student_2073,13
Semester 1,M7919140,MATH08071,Accelerated Proofs and Problem Solving,2,1600,Student_1600,13
Semester 1,E2105558,MATH08071,Accelerated Proofs and Problem Solving,2,544,Student_544,13
Semester 1,L4068400,MATH08077,Introduction to Data Science,1,1415,Student_1415,18
Semester 1,M0107520,MATH08071,Accelerated Proofs and Problem Solving,2,1487,Student_1487,13
Semester 1,L6238771,MATH07003,Fundamentals of Algebra and Calculus,1,1439,Student_1439,1
Semester 1,M2903226,MATH08071,Accelerated Proofs and Problem Solving,2,1530,Student_1530,13
Semester 1,L8710004,MATH08057,Introduction to Linear Algebra,1,1464,Student_1464,4
Semester 1,J5970413,MATH08071,Accelerated Proofs and Problem Solving,2,1226,Student_1226,13
Semester 1,C7307748,MATH08071,Accelerated Proofs and Problem Solving,2,348,Student_348,13
Semester 1,Q4867182,MATH08071,Accelerated Proofs and Problem Solving,2,2045,Student_2045,13
Semester 1,M2864203,MATH08071,Accelerated Proofs and Problem Solving,2,1528,Student_1528,13
Semester 1,M1416872,MATH08057,Introduction to Linear Algebra,1,1502,Student_1502,4
Semester 1,M1416872,MATH07004,Introductory Mathematics with Applications,1,1502,Student_1502,2
Semester 1,P4991146,MATH08071,Accelerated Proofs and Problem Solving,2,1929,Student_1929,13
Semester 1,M1918284,MATH08057,Introduction to Linear Algebra,1,1511,Student_1511,4
Semester 1,M2334780,MATH08077,Introduction to Data Science,1,1515,Student_1515,18
Semester 1,M4098182,MATH08077,Introduction to Data Science,1,1536,Student_1536,18
Semester 1,M5525662,MATH07003,Fundamentals of Algebra and Calculus,1,1561,Student_1561,1
Semester 1,M6994538,MATH07003,Fundamentals of Algebra and Calculus,1,1580,Student_1580,1
Semester 1,M6998751,MATH08077,Introduction to Data Science,1,1581,Student_1581,18
Semester 1,N4657048,MATH08077,Introduction to Data Science,1,1675,Student_1675,18
Semester 1,N4733294,MATH08057,Introduction to Linear Algebra,1,1676,Student_1676,4
Semester 1,N5084259,MATH07003,Fundamentals of Algebra and Calculus,1,1682,Student_1682,1
Semester 1,N8591784,MATH07004,Introductory Mathematics with Applications,1,1732,Student_1732,2
Semester 1,N8622390,MATH07003,Fundamentals of Algebra and Calculus,1,1733,Student_1733,1
Semester 1,N8622390,MATH08057,Introduction to Linear Algebra,1,1733,Student_1733,4
Semester 1,O2214718,MATH08057,Introduction to Linear Algebra,1,1767,Student_1767,4
Semester 1,O5991151,MATH07003,Fundamentals of Algebra and Calculus,1,1808,Student_1808,1
Semester 1,P0107790,MATH08077,Introduction to Data Science,1,1851,Student_1851,18
Semester 1,P1082299,MATH08057,Introduction to Linear Algebra,1,1869,Student_1869,4
Semester 1,P3569888,MATH08057,Introduction to Linear Algebra,1,1898,Student_1898,4
Semester 1,P7076998,MATH08072,Mathematics for the Natural Sciences 1a,1,1957,Student_1957,14
Semester 1,P9235057,MATH07003,Fundamentals of Algebra and Calculus,1,1980,Student_1980,1
Semester 1,P9253997,MATH07003,Fundamentals of Algebra and Calculus,1,1981,Student_1981,1
Semester 1,Q3525565,MATH08077,Introduction to Data Science,1,2029,Student_2029,18
Semester 1,Q4385229,MATH08057,Introduction to Linear Algebra,1,2041,Student_2041,4
Semester 1,R9126644,MATH08077,Introduction to Data Science,1,2202,Student_2202,18
Semester 1,S0598495,MATH07003,Fundamentals of Algebra and Calculus,1,2218,Student_2218,1
Semester 1,S4912621,MATH07003,Fundamentals of Algebra and Calculus,1,2261,Student_2261,1
Semester 1,S7545052,MATH08057,Introduction to Linear Algebra,1,2287,Student_2287,4
Semester 1,S9740812,MATH08057,Introduction to Linear Algebra,1,2312,Student_2312,4
Semester 1,D7890683,MATH11226,Analytic Number Theory,5,498,Student_498,94
Semester 1,D5658046,MATH11226,Analytic Number Theory,5,475,Student_475,94
Semester 1,T9762006,MATH11226,Analytic Number Theory,5,2433,Student_2433,94
Semester 1,O8797059,MATH11226,Analytic Number Theory,5,1835,Student_1835,94
Semester 1,J7396063,MATH11226,Analytic Number Theory,5,1239,Student_1239,94
Semester 1,G9269138,MATH11226,Analytic Number Theory,5,876,Student_876,94
Semester 1,F3683426,MATH11226,Analytic Number Theory,5,680,Student_680,94
Semester 1,U0630869,MATH11226,Analytic Number Theory,5,2442,Student_2442,94
Semester 1,X5344050,MATH11226,Analytic Number Theory,5,2875,Student_2875,94
Semester 1,M2573385,MATH11226,Analytic Number Theory,5,1522,Student_1522,94
Semester 1,W8483909,MATH11226,Analytic Number Theory,5,2797,Student_2797,94
Semester 1,Q1686612,MATH11226,Analytic Number Theory,5,2004,Student_2004,94
Semester 1,X0795332,MATH11226,Analytic Number Theory,5,2822,Student_2822,94
Semester 1,C4831874,MATH11226,Analytic Number Theory,5,319,Student_319,94
Semester 1,S7231261,MATH11226,Analytic Number Theory,5,2283,Student_2283,94
Semester 1,B5360766,MATH11226,Analytic Number Theory,5,201,Student_201,94
Semester 1,L7755351,MATH11226,Analytic Number Theory,5,1452,Student_1452,94
Semester 1,C5458225,MATH11226,Analytic Number Theory,5,328,Student_328,94
Semester 1,Q8450782,MATH11226,Analytic Number Theory,5,2083,Student_2083,94
Semester 1,N6287877,MATH11226,Analytic Number Theory,5,1704,Student_1704,94
Semester 1,Z5259922,MATH11226,Analytic Number Theory,5,3100,Student_3100,94
Semester 1,H6176748,MATH11226,Analytic Number Theory,5,988,Student_988,94
Semester 1,F4615471,MATH11226,Analytic Number Theory,5,689,Student_689,94
Semester 1,C6797061,MATH11226,Analytic Number Theory,5,346,Student_346,94
Semester 1,G6544275,MATH11226,Analytic Number Theory,5,847,Student_847,94
Semester 1,R9895726,MATH11226,Analytic Number Theory,5,2206,Student_2206,94
Semester 1,B6911678,MATH11226,Analytic Number Theory,5,223,Student_223,94
Semester 1,T4712396,MATH11226,Analytic Number Theory,5,2369,Student_2369,94
Semester 1,B5610427,MATH11226,Analytic Number Theory,5,205,Student_205,94
Semester 1,A8569535,MATH11226,Analytic Number Theory,5,121,Student_121,94
Semester 1,L3085699,MATH11226,Analytic Number Theory,5,1395,Student_1395,94
Semester 1,W9255627,MATH11226,Analytic Number Theory,5,2805,Student_2805,94
Semester 1,Y1194021,MATH11226,Analytic Number Theory,5,2936,Student_2936,94
Semester 1,E1199630,MATH11226,Analytic Number Theory,5,531,Student_531,94
Semester 1,X0618060,MATH11226,Analytic Number Theory,5,2821,Student_2821,94
Semester 1,F6972405,MATH11226,Analytic Number Theory,5,720,Student_720,94
Semester 1,C5600306,MATH11226,Analytic Number Theory,5,333,Student_333,94
Semester 1,T2827321,MATH07003,Fundamentals of Algebra and Calculus,1,2348,Student_2348,1
Semester 1,T3644493,MATH07003,Fundamentals of Algebra and Calculus,1,2355,Student_2355,1
Semester 1,T3644493,MATH08057,Introduction to Linear Algebra,1,2355,Student_2355,4
Semester 1,D4684583,MATH10053,Applied Stochastic Differential Equations,4,460,Student_460,28
Semester 1,B7551886,MATH10053,Applied Stochastic Differential Equations,4,229,Student_229,28
Semester 1,X8147983,MATH10053,Applied Stochastic Differential Equations,4,2895,Student_2895,28
Semester 1,M9245367,MATH10053,Applied Stochastic Differential Equations,4,1614,Student_1614,28
Semester 1,G9843818,MATH10053,Applied Stochastic Differential Equations,4,886,Student_886,28
Semester 1,X7750365,MATH10053,Applied Stochastic Differential Equations,4,2893,Student_2893,28
Semester 1,O0325564,MATH10053,Applied Stochastic Differential Equations,4,1746,Student_1746,28
Semester 1,L1429720,MATH10053,Applied Stochastic Differential Equations,4,1388,Student_1388,28
Semester 1,N6193431,MATH10053,Applied Stochastic Differential Equations,4,1702,Student_1702,28
Semester 1,S6330131,MATH10053,Applied Stochastic Differential Equations,4,2278,Student_2278,28
Semester 1,A6668635,MATH10053,Applied Stochastic Differential Equations,4,90,Student_90,28
Semester 1,V8487967,MATH10053,Applied Stochastic Differential Equations,4,2661,Student_2661,28
Semester 1,M2573385,MATH10053,Applied Stochastic Differential Equations,4,1522,Student_1522,28
Semester 1,K6734025,MATH10053,Applied Stochastic Differential Equations,4,1341,Student_1341,28
Semester 1,R7665371,MATH10053,Applied Stochastic Differential Equations,4,2185,Student_2185,28
Semester 1,U2228971,MATH10053,Applied Stochastic Differential Equations,4,2459,Student_2459,28
Semester 1,G6401504,MATH10053,Applied Stochastic Differential Equations,4,845,Student_845,28
Semester 1,K0077996,MATH10053,Applied Stochastic Differential Equations,4,1264,Student_1264,28
Semester 1,A7918784,MATH10053,Applied Stochastic Differential Equations,4,114,Student_114,28
Semester 1,Z6610013,MATH10053,Applied Stochastic Differential Equations,4,3114,Student_3114,28
Semester 1,G5778676,MATH10053,Applied Stochastic Differential Equations,4,836,Student_836,28
Semester 1,M2506512,MATH10053,Applied Stochastic Differential Equations,4,1520,Student_1520,28
Semester 1,P3995659,MATH10053,Applied Stochastic Differential Equations,4,1904,Student_1904,28
Semester 1,R1739213,MATH10053,Applied Stochastic Differential Equations,4,2122,Student_2122,28
Semester 1,M2015605,MATH10053,Applied Stochastic Differential Equations,4,1514,Student_1514,28
Semester 1,S1162106,MATH10053,Applied Stochastic Differential Equations,4,2226,Student_2226,28
Semester 1,Q8450782,MATH10053,Applied Stochastic Differential Equations,4,2083,Student_2083,28
Semester 1,Q8739109,MATH10053,Applied Stochastic Differential Equations,4,2087,Student_2087,28
Semester 1,M1644901,MATH10053,Applied Stochastic Differential Equations,4,1507,Student_1507,28
Semester 1,J3774692,MATH10053,Applied Stochastic Differential Equations,4,1197,Student_1197,28
Semester 1,N8270690,MATH10053,Applied Stochastic Differential Equations,4,1728,Student_1728,28
Semester 1,C1816356,MATH10053,Applied Stochastic Differential Equations,4,283,Student_283,28
Semester 1,N6387367,MATH10053,Applied Stochastic Differential Equations,4,1706,Student_1706,28
Semester 1,L5705076,MATH10053,Applied Stochastic Differential Equations,4,1432,Student_1432,28
Semester 1,G9347915,MATH10053,Applied Stochastic Differential Equations,4,878,Student_878,28
Semester 1,A9897653,MATH10053,Applied Stochastic Differential Equations,4,132,Student_132,28
Semester 1,D0243420,MATH10053,Applied Stochastic Differential Equations,4,396,Student_396,28
Semester 1,Q3585921,MATH10053,Applied Stochastic Differential Equations,4,2034,Student_2034,28
Semester 1,P4969384,MATH10053,Applied Stochastic Differential Equations,4,1928,Student_1928,28
Semester 1,P4751087,MATH10053,Applied Stochastic Differential Equations,4,1924,Student_1924,28
Semester 1,M7100816,MATH10053,Applied Stochastic Differential Equations,4,1585,Student_1585,28
Semester 1,I2808570,MATH10053,Applied Stochastic Differential Equations,4,1074,Student_1074,28
Semester 1,V4686972,MATH10053,Applied Stochastic Differential Equations,4,2602,Student_2602,28
Semester 1,N0810985,MATH10053,Applied Stochastic Differential Equations,4,1629,Student_1629,28
Semester 1,D4532953,MATH10053,Applied Stochastic Differential Equations,4,459,Student_459,28
Semester 1,O7301784,MATH10053,Applied Stochastic Differential Equations,4,1824,Student_1824,28
Semester 1,Q4117699,MATH10053,Applied Stochastic Differential Equations,4,2038,Student_2038,28
Semester 1,Y9185403,MATH10053,Applied Stochastic Differential Equations,4,3016,Student_3016,28
Semester 1,Z8280068,MATH10053,Applied Stochastic Differential Equations,4,3134,Student_3134,28
Semester 1,C5422301,MATH10053,Applied Stochastic Differential Equations,4,327,Student_327,28
Semester 1,T5043485,MATH07003,Fundamentals of Algebra and Calculus,1,2372,Student_2372,1
Semester 1,T5696040,MATH07003,Fundamentals of Algebra and Calculus,1,2378,Student_2378,1
Semester 1,T7360926,MATH08057,Introduction to Linear Algebra,1,2404,Student_2404,4
Semester 1,T7381463,MATH08077,Introduction to Data Science,1,2405,Student_2405,18
Semester 1,T7667820,MATH07004,Introductory Mathematics with Applications,1,2408,Student_2408,2
Semester 1,T8933947,MATH08057,Introduction to Linear Algebra,1,2417,Student_2417,4
Semester 1,T8949708,MATH08077,Introduction to Data Science,1,2418,Student_2418,18
Semester 1,D7890683,MATH11236,Axiomatic Set Theory,5,498,Student_498,101
Semester 1,C2738343,MATH11236,Axiomatic Set Theory,5,292,Student_292,101
Semester 1,Y2912460,MATH11236,Axiomatic Set Theory,5,2953,Student_2953,101
Semester 1,I4352923,MATH11236,Axiomatic Set Theory,5,1091,Student_1091,101
Semester 1,Z3273880,MATH11236,Axiomatic Set Theory,5,3067,Student_3067,101
Semester 1,Q2104244,MATH11236,Axiomatic Set Theory,5,2009,Student_2009,101
Semester 1,B1589166,MATH11236,Axiomatic Set Theory,5,156,Student_156,101
Semester 1,R7127405,MATH11236,Axiomatic Set Theory,5,2180,Student_2180,101
Semester 1,Q8321216,MATH11236,Axiomatic Set Theory,5,2079,Student_2079,101
Semester 1,P1386512,MATH11236,Axiomatic Set Theory,5,1873,Student_1873,101
Semester 1,B2572223,MATH11236,Axiomatic Set Theory,5,171,Student_171,101
Semester 1,M3220896,MATH11236,Axiomatic Set Theory,5,1532,Student_1532,101
Semester 1,D2680667,MATH11236,Axiomatic Set Theory,5,424,Student_424,101
Semester 1,A3679614,MATH11236,Axiomatic Set Theory,5,43,Student_43,101
Semester 1,S7231261,MATH11236,Axiomatic Set Theory,5,2283,Student_2283,101
Semester 1,I7565525,MATH11236,Axiomatic Set Theory,5,1133,Student_1133,101
Semester 1,Q1650009,MATH11236,Axiomatic Set Theory,5,2003,Student_2003,101
Semester 1,E1199630,MATH11236,Axiomatic Set Theory,5,531,Student_531,101
Semester 1,N5546601,MATH11236,Axiomatic Set Theory,5,1692,Student_1692,101
Semester 1,F6972405,MATH11236,Axiomatic Set Theory,5,720,Student_720,101
Semester 1,F6133514,MATH11236,Axiomatic Set Theory,5,705,Student_705,101
Semester 1,W0720794,MATH11236,Axiomatic Set Theory,5,2688,Student_2688,101
Semester 1,A1614843,MATH11177,Bayesian Theory,P,17,Student_17,77
Semester 1,B7551886,MATH11177,Bayesian Theory,P,229,Student_229,77
Semester 1,V5186111,MATH11177,Bayesian Theory,P,2615,Student_2615,77
Semester 1,G5121446,MATH11177,Bayesian Theory,P,831,Student_831,77
Semester 1,X2647585,MATH11177,Bayesian Theory,P,2849,Student_2849,77
Semester 1,B2330758,MATH11177,Bayesian Theory,P,166,Student_166,77
Semester 1,G8990875,MATH11177,Bayesian Theory,P,873,Student_873,77
Semester 1,J2135419,MATH11177,Bayesian Theory,P,1180,Student_1180,77
Semester 1,C8804688,MATH11177,Bayesian Theory,P,375,Student_375,77
Semester 1,L1429720,MATH11177,Bayesian Theory,P,1388,Student_1388,77
Semester 1,B3019454,MATH11177,Bayesian Theory,P,175,Student_175,77
Semester 1,C8709538,MATH11177,Bayesian Theory,P,373,Student_373,77
Semester 1,N2589689,MATH11177,Bayesian Theory,P,1648,Student_1648,77
Semester 1,O2626279,MATH11177,Bayesian Theory,P,1773,Student_1773,77
Semester 1,U0630869,MATH11177,Bayesian Theory,P,2442,Student_2442,77
Semester 1,V8487967,MATH11177,Bayesian Theory,P,2661,Student_2661,77
Semester 1,M2573385,MATH11177,Bayesian Theory,P,1522,Student_1522,77
Semester 1,U2228971,MATH11177,Bayesian Theory,P,2459,Student_2459,77
Semester 1,G6401504,MATH11177,Bayesian Theory,P,845,Student_845,77
Semester 1,B1829349,MATH11177,Bayesian Theory,P,160,Student_160,77
Semester 1,X0795332,MATH11177,Bayesian Theory,P,2822,Student_2822,77
Semester 1,H6441273,MATH11177,Bayesian Theory,P,996,Student_996,77
Semester 1,T4582951,MATH11177,Bayesian Theory,P,2366,Student_2366,77
Semester 1,C9346653,MATH11177,Bayesian Theory,P,387,Student_387,77
Semester 1,M2506512,MATH11177,Bayesian Theory,P,1520,Student_1520,77
Semester 1,N3631576,MATH11177,Bayesian Theory,P,1659,Student_1659,77
Semester 1,M4613532,MATH11177,Bayesian Theory,P,1542,Student_1542,77
Semester 1,P3995659,MATH11177,Bayesian Theory,P,1904,Student_1904,77
Semester 1,L7755351,MATH11177,Bayesian Theory,P,1452,Student_1452,77
Semester 1,J5892662,MATH11177,Bayesian Theory,P,1225,Student_1225,77
Semester 1,U2531473,MATH11177,Bayesian Theory,P,2462,Student_2462,77
Semester 1,W4617906,MATH11177,Bayesian Theory,P,2737,Student_2737,77
Semester 1,Q8450782,MATH11177,Bayesian Theory,P,2083,Student_2083,77
Semester 1,B8129788,MATH11177,Bayesian Theory,P,236,Student_236,77
Semester 1,W8296174,MATH11177,Bayesian Theory,P,2791,Student_2791,77
Semester 1,A9577952,MATH11177,Bayesian Theory,P,126,Student_126,77
Semester 1,J3774692,MATH11177,Bayesian Theory,P,1197,Student_1197,77
Semester 1,L9326005,MATH11177,Bayesian Theory,P,1480,Student_1480,77
Semester 1,B6085976,MATH11177,Bayesian Theory,P,213,Student_213,77
Semester 1,G0236071,MATH11177,Bayesian Theory,P,773,Student_773,77
Semester 1,F4615471,MATH11177,Bayesian Theory,P,689,Student_689,77
Semester 1,D9559937,MATH11177,Bayesian Theory,P,514,Student_514,77
Semester 1,B1222040,MATH11177,Bayesian Theory,P,150,Student_150,77
Semester 1,O4051955,MATH11177,Bayesian Theory,P,1789,Student_1789,77
Semester 1,I6122658,MATH11177,Bayesian Theory,P,1115,Student_1115,77
Semester 1,R9895726,MATH11177,Bayesian Theory,P,2206,Student_2206,77
Semester 1,O5360656,MATH11177,Bayesian Theory,P,1801,Student_1801,77
Semester 1,G8760098,MATH11177,Bayesian Theory,P,868,Student_868,77
Semester 1,Q3585921,MATH11177,Bayesian Theory,P,2034,Student_2034,77
Semester 1,B6911678,MATH11177,Bayesian Theory,P,223,Student_223,77
Semester 1,N1188801,MATH11177,Bayesian Theory,P,1634,Student_1634,77
Semester 1,U4993854,MATH11177,Bayesian Theory,P,2484,Student_2484,77
Semester 1,U3043896,MATH11177,Bayesian Theory,P,2468,Student_2468,77
Semester 1,V1700734,MATH11177,Bayesian Theory,P,2560,Student_2560,77
Semester 1,N0513511,MATH11177,Bayesian Theory,P,1627,Student_1627,77
Semester 1,F7897100,MATH11177,Bayesian Theory,P,728,Student_728,77
Semester 1,F0923936,MATH11177,Bayesian Theory,P,657,Student_657,77
Semester 1,W1280016,MATH11177,Bayesian Theory,P,2697,Student_2697,77
Semester 1,A7376684,MATH11177,Bayesian Theory,P,104,Student_104,77
Semester 1,O6970322,MATH11177,Bayesian Theory,P,1822,Student_1822,77
Semester 1,W8319089,MATH11177,Bayesian Theory,P,2793,Student_2793,77
Semester 1,H3165357,MATH11177,Bayesian Theory,P,952,Student_952,77
Semester 1,H5756267,MATH11177,Bayesian Theory,P,981,Student_981,77
Semester 1,V4686972,MATH11177,Bayesian Theory,P,2602,Student_2602,77
Semester 1,P6485720,MATH11177,Bayesian Theory,P,1948,Student_1948,77
Semester 1,R0075805,MATH11177,Bayesian Theory,P,2104,Student_2104,77
Semester 1,T0289062,MATH11177,Bayesian Theory,P,2317,Student_2317,77
Semester 1,L5716542,MATH11177,Bayesian Theory,P,1433,Student_1433,77
Semester 1,A2741532,MATH11177,Bayesian Theory,P,29,Student_29,77
Semester 1,B3656776,MATH11177,Bayesian Theory,P,181,Student_181,77
Semester 1,D8860396,MATH11177,Bayesian Theory,P,511,Student_511,77
Semester 1,S8772407,MATH11177,Bayesian Theory,P,2300,Student_2300,77
Semester 1,F6293686,MATH11177,Bayesian Theory,P,710,Student_710,77
Semester 1,P1433679,MATH11177,Bayesian Theory,P,1874,Student_1874,77
Semester 1,H6298811,MATH11177,Bayesian Theory,P,993,Student_993,77
Semester 1,I8595631,MATH11177,Bayesian Theory,P,1139,Student_1139,77
Semester 1,M5045124,MATH11177,Bayesian Theory,P,1552,Student_1552,77
Semester 1,W0644977,MATH11177,Bayesian Theory,P,2687,Student_2687,77
Semester 1,E5057844,MATH11177,Bayesian Theory,P,584,Student_584,77
Semester 1,N6740303,MATH11177,Bayesian Theory,P,1713,Student_1713,77
Semester 1,B7377485,MATH11177,Bayesian Theory,P,227,Student_227,77
Semester 1,J4930912,MATH11177,Bayesian Theory,P,1207,Student_1207,77
Semester 1,T8649690,MATH11177,Bayesian Theory,P,2413,Student_2413,77
Semester 1,G0639691,MATH11177,Bayesian Theory,P,780,Student_780,77
Semester 1,I0599243,MATH11177,Bayesian Theory,P,1053,Student_1053,77
Semester 1,L6852265,MATH11177,Bayesian Theory,P,1443,Student_1443,77
Semester 1,U2376512,MATH11177,Bayesian Theory,P,2461,Student_2461,77
Semester 1,Y0616261,MATH11177,Bayesian Theory,P,2927,Student_2927,77
Semester 1,E6437343,MATH11177,Bayesian Theory,P,600,Student_600,77
Semester 1,J1902959,MATH11177,Bayesian Theory,P,1179,Student_1179,77
Semester 1,E6868584,MATH11177,Bayesian Theory,P,607,Student_607,77
Semester 1,H1547309,MATH11177,Bayesian Theory,P,920,Student_920,77
Semester 1,N1300482,MATH11177,Bayesian Theory,P,1637,Student_1637,77
Semester 1,M4354572,MATH11177,Bayesian Theory,P,1539,Student_1539,77
Semester 1,E1861301,MATH11177,Bayesian Theory,P,541,Student_541,77
Semester 1,I2538982,MATH11177,Bayesian Theory,P,1070,Student_1070,77
Semester 1,D1081895,MATH11177,Bayesian Theory,P,407,Student_407,77
Semester 1,K6488459,MATH11177,Bayesian Theory,P,1340,Student_1340,77
Semester 1,C2194144,MATH11177,Bayesian Theory,P,289,Student_289,77
Semester 1,E4366500,MATH11177,Bayesian Theory,P,576,Student_576,77
Semester 1,X0904944,MATH11177,Bayesian Theory,P,2826,Student_2826,77
Semester 1,L6527133,MATH11177,Bayesian Theory,P,1440,Student_1440,77
Semester 1,Z3546382,MATH11177,Bayesian Theory,P,3076,Student_3076,77
Semester 1,G9367160,MATH11177,Bayesian Theory,P,879,Student_879,77
Semester 1,Z0431485,MATH11177,Bayesian Theory,P,3024,Student_3024,77
Semester 1,D1428416,MATH11177,Bayesian Theory,P,412,Student_412,77
Semester 1,Y4585622,MATH11177,Bayesian Theory,P,2971,Student_2971,77
Semester 1,T3596704,MATH11177,Bayesian Theory,P,2353,Student_2353,77
Semester 1,J3513011,MATH11177,Bayesian Theory,P,1193,Student_1193,77
Semester 1,K2605132,MATH11177,Bayesian Theory,P,1299,Student_1299,77
Semester 1,E8293418,MATH11177,Bayesian Theory,P,625,Student_625,77
Semester 1,G9395757,MATH11177,Bayesian Theory,P,881,Student_881,77
Semester 1,J0914008,MATH11177,Bayesian Theory,P,1168,Student_1168,77
Semester 1,Z5843018,MATH11177,Bayesian Theory,P,3104,Student_3104,77
Semester 1,F7285731,MATH11177,Bayesian Theory,P,724,Student_724,77
Semester 1,M8860771,MATH11177,Bayesian Theory,P,1607,Student_1607,77
Semester 1,J7800755,MATH11177,Bayesian Theory,P,1243,Student_1243,77
Semester 1,M0780168,MATH11177,Bayesian Theory,P,1492,Student_1492,77
Semester 1,L9086675,MATH11177,Bayesian Theory,P,1476,Student_1476,77
Semester 1,F6209216,MATH11177,Bayesian Theory,P,707,Student_707,77
Semester 1,S4749702,MATH11177,Bayesian Theory,P,2258,Student_2258,77
Semester 1,P1616508,MATH11177,Bayesian Theory,P,1880,Student_1880,77
Semester 1,I6315152,MATH11177,Bayesian Theory,P,1120,Student_1120,77
Semester 1,O5627160,MATH11177,Bayesian Theory,P,1803,Student_1803,77
Semester 1,Z6874671,MATH11177,Bayesian Theory,P,3118,Student_3118,77
Semester 1,Y0196816,MATH11177,Bayesian Theory,P,2920,Student_2920,77
Semester 1,B9149671,MATH11177,Bayesian Theory,P,251,Student_251,77
Semester 1,L8967686,MATH11177,Bayesian Theory,P,1474,Student_1474,77
Semester 1,V0493145,MATH11177,Bayesian Theory,P,2547,Student_2547,77
Semester 1,K8352122,MATH11177,Bayesian Theory,P,1352,Student_1352,77
Semester 1,C5692104,MATH11177,Bayesian Theory,P,335,Student_335,77
Semester 1,A1315660,MATH11177,Bayesian Theory,P,11,Student_11,77
Semester 1,H2744502,MATH11177,Bayesian Theory,P,945,Student_945,77
Semester 1,R4825473,MATH11177,Bayesian Theory,P,2154,Student_2154,77
Semester 1,I3916950,MATH11177,Bayesian Theory,P,1087,Student_1087,77
Semester 1,H3483624,MATH11177,Bayesian Theory,P,957,Student_957,77
Semester 1,R7927998,MATH11177,Bayesian Theory,P,2189,Student_2189,77
Semester 1,G6282834,MATH11177,Bayesian Theory,P,843,Student_843,77
Semester 1,U0229756,MATH11177,Bayesian Theory,P,2437,Student_2437,77
Semester 1,P5502584,MATH11177,Bayesian Theory,P,1937,Student_1937,77
